BRAND,CATEGORY,STORAGE_TEMP,ARTICLE_CODE,FORECAST_QTY,ACTUAL_QTY,UNIT_PRICE_AED,EXPIRY_DATE,DAYS_TO_EXPIRY
Bic/Stabilo,Highlighters,Ambient,AS-166,1520,1947,74.42,10/9/2035,3555
California Garden,Fava Beans,Ambient,AS-800,442,1327,9.84,4/8/2027,449
Double A,A4 Paper Box,Ambient,AS-547,1894,1371,23.41,3/26/2035,3358
Double A,A4 Paper Box,Ambient,AS-251,794,2113,58.15,3/30/2035,3362
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-255,791,103,20.42,8/27/2026,225
California Garden,Fava Beans,Ambient,AS-107,564,1188,55.61,3/29/2027,439
Americana Cakes,Pound Cake,Ambient,AS-261,1187,1909,21.87,2/20/2026,37
Double A,A4 Paper Box,Ambient,AS-420,398,1774,11.51,7/18/2035,3472
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-120,1869,1447,13.84,6/20/2026,157
Americana Frozen,Burgers,Frozen (-18°C),AS-945,977,847,9.17,11/5/2025,-70
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-446,805,1973,29.02,5/6/2026,112
Double A,A4 Paper Box,Ambient,AS-871,354,562,31.05,7/22/2035,3476
California Garden,Fava Beans,Ambient,AS-146,1320,1196,77.83,7/14/2027,546
Double A,A4 Paper Box,Ambient,AS-787,1065,238,16.03,9/21/2035,3537
Double A,A4 Paper Box,Ambient,AS-275,232,1763,32.42,12/19/2035,3626
Americana Cakes,Swiss Roll,Ambient,AS-231,169,1145,77.58,9/17/2025,-119
Americana Cakes,Pound Cake,Ambient,AS-600,1133,946,24.24,1/31/2026,17
Double A,A4 Paper Box,Ambient,AS-731,928,360,46.73,5/15/2035,3408
California Garden,Tuna skips,Ambient,AS-458,1093,597,83.45,8/27/2027,590
California Garden,Fava Beans,Ambient,AS-572,1018,347,27.6,7/7/2027,539
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-404,1020,1419,6.12,1/15/2026,1
California Garden,Fava Beans,Ambient,AS-706,279,1696,31.8,11/27/2027,682
Bic/Stabilo,Pens,Ambient,AS-250,1599,1742,6.72,8/24/2035,3509
Double A,A4 Paper Box,Ambient,AS-146,1311,1453,17.39,10/15/2035,3561
Double A,A4 Paper Box,Ambient,AS-870,277,126,33.15,11/2/2035,3579
Americana Cakes,Pound Cake,Ambient,AS-656,1425,184,35.15,2/12/2026,29
Americana Frozen,Burgers,Frozen (-18°C),AS-479,594,793,40.28,6/5/2026,142
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-340,1113,91,65.76,1/16/2026,2
California Garden,Tuna skips,Ambient,AS-812,1324,1817,55.33,11/7/2027,662
California Garden,Fava Beans,Ambient,AS-740,488,1477,7.53,12/17/2027,702
Bic/Stabilo,Pens,Ambient,AS-906,542,294,53.52,4/11/2035,3374
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-660,826,990,77.06,7/2/2026,169
Double A,A4 Paper Box,Ambient,AS-467,1026,1707,36.79,1/16/2035,3289
Americana Cakes,Pound Cake,Ambient,AS-992,475,2036,40.48,1/28/2026,14
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-860,187,1602,82.91,5/22/2026,128
California Garden,Tuna skips,Ambient,AS-131,743,1074,19.57,12/19/2027,704
Bic/Stabilo,Highlighters,Ambient,AS-957,153,538,26.3,7/24/2035,3478
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-385,1683,217,81.54,9/14/2026,243
Bic/Stabilo,Highlighters,Ambient,AS-980,581,1898,32.79,10/12/2035,3558
California Garden,Tuna skips,Ambient,AS-294,385,327,65.34,12/18/2027,703
Bic/Stabilo,Pens,Ambient,AS-908,833,244,67.06,11/27/2035,3604
Double A,A4 Paper Box,Ambient,AS-843,961,658,27.47,9/20/2035,3536
Americana Cakes,Pound Cake,Ambient,AS-773,247,1022,57.76,3/22/2026,67
California Garden,Tuna skips,Ambient,AS-266,888,354,32.97,8/19/2027,582
Double A,A4 Paper Box,Ambient,AS-553,1646,2015,6.49,3/27/2035,3359
California Garden,Tuna skips,Ambient,AS-238,1932,1004,30.6,9/15/2027,609
Double A,A4 Paper Box,Ambient,AS-114,702,584,16.5,1/30/2035,3303
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-951,1650,1542,73.99,1/18/2026,4
Double A,A4 Paper Box,Ambient,AS-259,1226,915,55.06,7/12/2035,3466
California Garden,Tuna skips,Ambient,AS-151,1148,1385,24.35,11/5/2027,660
Bic/Stabilo,Highlighters,Ambient,AS-442,426,2111,33.4,3/4/2035,3336
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-307,997,1841,14.14,3/14/2026,59
Bic/Stabilo,Highlighters,Ambient,AS-648,721,1425,72.45,1/6/2036,3644
Bic/Stabilo,Highlighters,Ambient,AS-722,1893,2092,53.56,9/11/2035,3527
Bic/Stabilo,Highlighters,Ambient,AS-759,1680,528,80.12,10/11/2035,3557
Bic/Stabilo,Highlighters,Ambient,AS-294,1575,771,32.68,6/29/2035,3453
Americana Frozen,Burgers,Frozen (-18°C),AS-104,1661,128,76.52,6/5/2026,142
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-705,1471,1825,76.21,2/1/2026,18
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-455,773,1164,62.13,9/3/2026,232
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-765,851,485,74.43,5/21/2026,127
Bic/Stabilo,Highlighters,Ambient,AS-482,883,1093,35.1,7/28/2035,3482
California Garden,Tuna skips,Ambient,AS-411,226,288,67.27,6/9/2027,511
Bic/Stabilo,Highlighters,Ambient,AS-897,1100,1126,78.01,6/30/2035,3454
Double A,A4 Paper Box,Ambient,AS-392,905,1941,72.46,7/9/2035,3463
Bic/Stabilo,Highlighters,Ambient,AS-596,500,226,37.35,1/10/2036,3648
Double A,A4 Paper Box,Ambient,AS-307,1505,776,34.21,11/3/2035,3580
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-314,756,604,45.22,2/2/2026,19
Americana Cakes,Pound Cake,Ambient,AS-398,1807,902,71.51,8/24/2025,-143
Americana Cakes,Pound Cake,Ambient,AS-842,1225,2101,81.35,4/28/2026,104
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-545,195,930,78.02,1/21/2026,7
Bic/Stabilo,Highlighters,Ambient,AS-652,435,795,29.12,6/19/2035,3443
Bic/Stabilo,Pens,Ambient,AS-329,1455,793,60.25,1/2/2036,3640
California Garden,Tuna skips,Ambient,AS-561,1329,886,66.64,4/1/2027,442
Double A,A4 Paper Box,Ambient,AS-192,1863,1264,30.81,1/22/2035,3295
Americana Cakes,Swiss Roll,Ambient,AS-451,1476,1535,55.7,8/26/2025,-141
Double A,A4 Paper Box,Ambient,AS-113,148,446,75.33,8/1/2035,3486
Bic/Stabilo,Highlighters,Ambient,AS-286,511,2134,6.62,1/8/2036,3646
Americana Cakes,Swiss Roll,Ambient,AS-548,1940,788,73.14,10/12/2025,-94
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-237,1365,1443,65.64,5/23/2026,129
Americana Frozen,Burgers,Frozen (-18°C),AS-948,1968,2190,54.52,6/26/2026,163
California Garden,Tuna skips,Ambient,AS-288,116,1629,46.39,1/26/2027,377
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-405,402,1916,47.02,9/14/2026,243
Americana Cakes,Swiss Roll,Ambient,AS-101,983,781,10.26,2/20/2026,37
Double A,A4 Paper Box,Ambient,AS-241,1091,1321,8.27,2/10/2035,3314
Double A,A4 Paper Box,Ambient,AS-435,1863,953,27.93,2/18/2035,3322
Bic/Stabilo,Pens,Ambient,AS-834,166,1245,15.52,6/7/2035,3431
Americana Frozen,Burgers,Frozen (-18°C),AS-667,1367,722,35.42,12/15/2025,-30
Americana Cakes,Pound Cake,Ambient,AS-993,1850,644,5.62,4/29/2026,105
Double A,A4 Paper Box,Ambient,AS-897,1556,1727,10.97,10/10/2035,3556
Double A,A4 Paper Box,Ambient,AS-223,1912,2195,19.21,5/9/2035,3402
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-564,1282,160,8.9,11/10/2025,-65
Americana Frozen,Burgers,Frozen (-18°C),AS-182,944,1124,9.98,7/7/2026,174
Bic/Stabilo,Pens,Ambient,AS-210,1426,751,39.95,1/30/2035,3303
Americana Cakes,Swiss Roll,Ambient,AS-873,190,980,20.24,2/6/2026,23
Americana Frozen,Burgers,Frozen (-18°C),AS-569,219,210,63.27,6/20/2026,157
California Garden,Fava Beans,Ambient,AS-745,351,471,56.41,4/22/2027,463
Bic/Stabilo,Highlighters,Ambient,AS-758,1188,1376,6.55,6/15/2035,3439
Bic/Stabilo,Pens,Ambient,AS-117,1599,583,45.39,11/10/2035,3587
California Garden,Tuna skips,Ambient,AS-208,436,769,50.09,9/23/2027,617
Americana Cakes,Swiss Roll,Ambient,AS-145,529,1625,62.6,2/17/2026,34
Americana Cakes,Swiss Roll,Ambient,AS-110,228,1096,11.13,4/4/2026,80
Americana Frozen,Burgers,Frozen (-18°C),AS-929,153,816,21.92,9/18/2026,247
Americana Frozen,Burgers,Frozen (-18°C),AS-789,298,1828,82.31,10/1/2026,260
Americana Cakes,Swiss Roll,Ambient,AS-664,872,1137,14.89,7/7/2026,174
Bic/Stabilo,Highlighters,Ambient,AS-920,197,2143,12.95,4/4/2035,3367
California Garden,Tuna skips,Ambient,AS-254,900,455,41.16,4/9/2027,450
Double A,A4 Paper Box,Ambient,AS-744,1309,660,49.48,7/4/2035,3458
Americana Cakes,Swiss Roll,Ambient,AS-910,993,297,80.97,3/22/2026,67
Americana Frozen,Burgers,Frozen (-18°C),AS-640,958,1296,49.51,11/20/2025,-55
California Garden,Fava Beans,Ambient,AS-751,1409,1479,45.71,3/25/2027,435
California Garden,Fava Beans,Ambient,AS-353,1844,116,49.51,4/2/2027,443
Americana Frozen,Burgers,Frozen (-18°C),AS-901,428,1124,77.78,1/23/2026,9
Bic/Stabilo,Pens,Ambient,AS-878,1759,103,37.93,10/10/2035,3556
California Garden,Fava Beans,Ambient,AS-914,1948,1679,49.43,8/7/2027,570
Bic/Stabilo,Pens,Ambient,AS-849,1856,1409,49.92,11/4/2035,3581
California Garden,Fava Beans,Ambient,AS-881,1924,412,57.86,7/22/2027,554
California Garden,Tuna skips,Ambient,AS-542,252,1214,49.33,9/8/2027,602
Bic/Stabilo,Pens,Ambient,AS-233,927,736,12.82,2/25/2035,3329
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-593,993,1883,53.03,7/1/2026,168
Americana Cakes,Swiss Roll,Ambient,AS-103,190,2071,49.03,6/13/2026,150
Bic/Stabilo,Pens,Ambient,AS-989,577,1272,73.74,3/15/2035,3347
Double A,A4 Paper Box,Ambient,AS-786,1308,1443,60.86,11/10/2035,3587
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-742,674,249,57.63,6/22/2026,159
Double A,A4 Paper Box,Ambient,AS-523,418,489,77.48,2/5/2035,3309
Double A,A4 Paper Box,Ambient,AS-131,970,354,14.07,9/16/2035,3532
Americana Cakes,Swiss Roll,Ambient,AS-647,552,1542,32.51,7/6/2026,173
California Garden,Fava Beans,Ambient,AS-435,283,1480,19.28,4/26/2027,467
California Garden,Fava Beans,Ambient,AS-682,1870,717,33.97,10/29/2027,653
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-398,1123,1714,63.65,3/16/2026,61
Double A,A4 Paper Box,Ambient,AS-404,1564,1803,38.73,2/22/2035,3326
Double A,A4 Paper Box,Ambient,AS-678,1329,2031,83.62,11/4/2035,3581
Americana Cakes,Swiss Roll,Ambient,AS-268,831,1266,73.56,2/24/2026,41
California Garden,Tuna skips,Ambient,AS-752,1614,1853,57.5,3/19/2027,429
Americana Cakes,Pound Cake,Ambient,AS-996,408,1340,36.43,1/29/2026,15
Americana Cakes,Pound Cake,Ambient,AS-613,245,841,46.22,7/22/2025,-176
California Garden,Fava Beans,Ambient,AS-220,928,670,28.45,8/18/2027,581
Bic/Stabilo,Highlighters,Ambient,AS-189,1044,1194,81.56,12/8/2035,3615
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-752,1359,992,28.31,8/30/2026,228
Bic/Stabilo,Pens,Ambient,AS-320,1356,2118,39.19,12/30/2035,3637
Americana Cakes,Pound Cake,Ambient,AS-963,939,1227,45.96,3/30/2026,75
Americana Cakes,Pound Cake,Ambient,AS-863,1703,1662,51.21,8/27/2025,-140
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-233,519,1689,31.67,1/9/2026,-5
Americana Cakes,Swiss Roll,Ambient,AS-627,1109,1705,34.64,2/16/2026,33
Americana Frozen,Burgers,Frozen (-18°C),AS-964,1961,1890,16.66,9/4/2026,233
Double A,A4 Paper Box,Ambient,AS-816,1431,687,30.29,8/27/2035,3512
Bic/Stabilo,Pens,Ambient,AS-504,319,112,75.78,12/25/2035,3632
California Garden,Fava Beans,Ambient,AS-645,125,1771,39.13,10/3/2027,627
California Garden,Tuna skips,Ambient,AS-361,1956,1804,31.04,9/16/2027,610
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-779,1486,775,78.47,12/20/2025,-25
California Garden,Fava Beans,Ambient,AS-845,689,729,78.89,3/8/2027,418
Double A,A4 Paper Box,Ambient,AS-246,208,335,73.69,10/17/2035,3563
Bic/Stabilo,Pens,Ambient,AS-519,222,1928,84.38,11/27/2035,3604
California Garden,Tuna skips,Ambient,AS-367,1880,942,12.7,1/13/2028,729
Bic/Stabilo,Pens,Ambient,AS-110,795,1913,62.42,1/4/2036,3642
Double A,A4 Paper Box,Ambient,AS-265,1196,470,44,11/20/2035,3597
Bic/Stabilo,Highlighters,Ambient,AS-287,903,1209,79.33,3/5/2035,3337
Bic/Stabilo,Highlighters,Ambient,AS-706,1763,109,60.43,7/28/2035,3482
Bic/Stabilo,Highlighters,Ambient,AS-655,192,1158,55.19,9/23/2035,3539
California Garden,Fava Beans,Ambient,AS-687,1828,1859,9.43,5/17/2027,488
Americana Cakes,Swiss Roll,Ambient,AS-891,335,981,80.73,7/4/2026,171
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-388,1675,95,48.04,7/12/2026,179
Double A,A4 Paper Box,Ambient,AS-970,1926,2160,17.97,7/15/2035,3469
California Garden,Tuna skips,Ambient,AS-370,1647,1188,60.46,11/21/2027,676
Americana Cakes,Pound Cake,Ambient,AS-328,1526,1003,47.89,4/17/2026,93
Double A,A4 Paper Box,Ambient,AS-853,109,871,59.78,6/25/2035,3449
Bic/Stabilo,Highlighters,Ambient,AS-177,1969,304,80.06,8/24/2035,3509
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-592,1656,1769,47.43,10/18/2025,-88
Bic/Stabilo,Highlighters,Ambient,AS-819,963,1305,17.21,12/30/2035,3637
Double A,A4 Paper Box,Ambient,AS-942,784,269,6.62,7/17/2035,3471
Bic/Stabilo,Highlighters,Ambient,AS-723,1972,2042,35.04,3/18/2035,3350
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-518,1566,283,19.51,4/20/2026,96
California Garden,Tuna skips,Ambient,AS-143,229,852,46.2,7/16/2027,548
Americana Cakes,Pound Cake,Ambient,AS-926,986,1419,68.66,4/19/2026,95
Double A,A4 Paper Box,Ambient,AS-764,1035,1308,26.51,10/22/2035,3568
Bic/Stabilo,Pens,Ambient,AS-549,1654,1876,34.42,7/27/2035,3481
California Garden,Tuna skips,Ambient,AS-430,311,1885,80.29,12/27/2027,712
California Garden,Fava Beans,Ambient,AS-727,840,692,38.91,3/9/2027,419
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-810,961,193,20.3,4/14/2026,90
California Garden,Tuna skips,Ambient,AS-396,703,237,30.74,12/28/2027,713
Americana Frozen,Burgers,Frozen (-18°C),AS-628,385,80,40.76,7/13/2026,180
Bic/Stabilo,Pens,Ambient,AS-717,1170,1709,32.05,4/12/2035,3375
Bic/Stabilo,Highlighters,Ambient,AS-641,1318,587,74.55,12/14/2035,3621
California Garden,Fava Beans,Ambient,AS-568,311,554,36.21,5/3/2027,474
California Garden,Tuna skips,Ambient,AS-293,1375,89,6.56,2/16/2027,398
Americana Cakes,Swiss Roll,Ambient,AS-347,1620,1882,62.22,11/20/2025,-55
Americana Frozen,Burgers,Frozen (-18°C),AS-376,1605,1974,29.77,7/17/2026,184
Double A,A4 Paper Box,Ambient,AS-756,926,1536,79.19,1/23/2035,3296
Americana Cakes,Pound Cake,Ambient,AS-865,776,1133,49.45,6/18/2026,155
Americana Cakes,Swiss Roll,Ambient,AS-592,656,1781,17.69,6/9/2026,146
Bic/Stabilo,Pens,Ambient,AS-301,1744,1589,49.96,10/19/2035,3565
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-984,1244,684,5.95,12/15/2025,-30
California Garden,Fava Beans,Ambient,AS-236,659,1566,13.18,10/18/2027,642
Double A,A4 Paper Box,Ambient,AS-853,1628,615,49.16,3/20/2035,3352
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-629,1088,1436,27.29,4/15/2026,91
Americana Cakes,Swiss Roll,Ambient,AS-323,1674,1667,83.02,8/20/2025,-147
California Garden,Fava Beans,Ambient,AS-503,343,656,61.85,5/1/2027,472
California Garden,Tuna skips,Ambient,AS-367,1912,741,5.31,2/4/2027,386
Bic/Stabilo,Highlighters,Ambient,AS-816,1605,1504,23.18,2/27/2035,3331
California Garden,Tuna skips,Ambient,AS-527,748,131,79.69,12/17/2027,702
California Garden,Tuna skips,Ambient,AS-212,957,429,67.3,5/24/2027,495
California Garden,Fava Beans,Ambient,AS-370,120,405,64.07,5/26/2027,497
Bic/Stabilo,Pens,Ambient,AS-725,1212,1389,76.38,2/17/2035,3321
Americana Cakes,Pound Cake,Ambient,AS-651,617,410,30.5,4/12/2026,88
Double A,A4 Paper Box,Ambient,AS-700,1682,502,64.58,1/15/2035,3288
Bic/Stabilo,Highlighters,Ambient,AS-477,478,220,37.02,11/26/2035,3603
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-947,1381,1019,30.44,7/27/2026,194
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-130,297,1781,52.99,7/13/2026,180
Americana Frozen,Burgers,Frozen (-18°C),AS-601,1624,1726,70.08,1/14/2026,0
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-881,862,1390,37.51,1/11/2026,-3
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-435,1520,1873,39.88,7/20/2026,187
Americana Cakes,Pound Cake,Ambient,AS-855,1428,1493,63.82,3/23/2026,68
Bic/Stabilo,Pens,Ambient,AS-491,1292,1150,9.01,11/23/2035,3600
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-394,769,365,48.52,5/5/2026,111
Bic/Stabilo,Pens,Ambient,AS-448,1294,229,64.33,1/19/2035,3292
Americana Cakes,Pound Cake,Ambient,AS-387,1207,1323,9.36,9/25/2025,-111
California Garden,Fava Beans,Ambient,AS-852,915,604,78.51,1/28/2027,379
Americana Frozen,Burgers,Frozen (-18°C),AS-749,992,721,54.72,1/6/2026,-8
Americana Cakes,Pound Cake,Ambient,AS-872,1067,386,66.41,3/26/2026,71
Double A,A4 Paper Box,Ambient,AS-349,876,158,42.43,9/25/2035,3541
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-736,407,1006,23.55,3/14/2026,59
Americana Cakes,Swiss Roll,Ambient,AS-651,1146,2033,84.55,6/23/2026,160
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-289,1455,123,36.38,11/30/2025,-45
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-706,1969,1221,62.39,12/1/2025,-44
Double A,A4 Paper Box,Ambient,AS-254,1423,1979,74.93,4/17/2035,3380
Double A,A4 Paper Box,Ambient,AS-575,458,1754,55.95,10/27/2035,3573
California Garden,Tuna skips,Ambient,AS-574,989,301,23.31,1/7/2028,723
Double A,A4 Paper Box,Ambient,AS-472,758,2120,19.41,10/9/2035,3555
Double A,A4 Paper Box,Ambient,AS-573,686,841,28.1,8/28/2035,3513
Americana Frozen,Burgers,Frozen (-18°C),AS-702,897,386,24.09,8/23/2026,221
California Garden,Tuna skips,Ambient,AS-524,1597,1367,29.09,4/30/2027,471
Americana Cakes,Swiss Roll,Ambient,AS-624,1906,1507,84.28,12/12/2025,-33
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-764,598,1353,24.64,2/12/2026,29
California Garden,Fava Beans,Ambient,AS-955,1691,1494,29,12/29/2027,714
Bic/Stabilo,Highlighters,Ambient,AS-950,1938,1298,48.41,3/17/2035,3349
California Garden,Tuna skips,Ambient,AS-675,816,1438,81.39,3/3/2027,413
Americana Cakes,Swiss Roll,Ambient,AS-220,842,1674,34.04,2/8/2026,25
Americana Cakes,Swiss Roll,Ambient,AS-787,1270,1659,60.49,10/21/2025,-85
Americana Frozen,Burgers,Frozen (-18°C),AS-540,858,2126,76.3,10/23/2025,-83
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-504,883,510,50.88,9/30/2026,259
Bic/Stabilo,Pens,Ambient,AS-527,255,530,75.5,11/1/2035,3578
Bic/Stabilo,Highlighters,Ambient,AS-416,452,529,35.13,4/8/2035,3371
California Garden,Fava Beans,Ambient,AS-600,1333,271,36.24,1/20/2027,371
Double A,A4 Paper Box,Ambient,AS-319,183,1720,38.91,2/2/2035,3306
Americana Cakes,Pound Cake,Ambient,AS-762,1183,1585,66.41,6/24/2026,161
California Garden,Tuna skips,Ambient,AS-596,100,426,15.28,5/25/2027,496
Americana Cakes,Pound Cake,Ambient,AS-369,678,682,72.48,8/13/2025,-154
California Garden,Tuna skips,Ambient,AS-233,826,993,22,12/23/2027,708
Double A,A4 Paper Box,Ambient,AS-917,875,1534,50.88,8/21/2035,3506
Bic/Stabilo,Pens,Ambient,AS-618,1464,1652,26.96,1/29/2035,3302
Bic/Stabilo,Highlighters,Ambient,AS-844,421,260,58.03,11/3/2035,3580
Bic/Stabilo,Highlighters,Ambient,AS-275,531,1391,23.19,8/12/2035,3497
Americana Cakes,Swiss Roll,Ambient,AS-652,918,344,60.98,10/24/2025,-82
Bic/Stabilo,Highlighters,Ambient,AS-128,950,362,41.56,7/4/2035,3458
Americana Cakes,Pound Cake,Ambient,AS-603,1872,1287,76.87,4/26/2026,102
Americana Cakes,Pound Cake,Ambient,AS-853,1297,300,78.3,8/19/2025,-148
Double A,A4 Paper Box,Ambient,AS-712,1112,722,28.25,7/6/2035,3460
Bic/Stabilo,Highlighters,Ambient,AS-202,295,235,19.57,7/19/2035,3473
Bic/Stabilo,Highlighters,Ambient,AS-363,1131,1152,60.55,7/9/2035,3463
Bic/Stabilo,Pens,Ambient,AS-850,1664,2141,71.7,3/20/2035,3352
Americana Frozen,Burgers,Frozen (-18°C),AS-234,1269,221,80.62,7/22/2026,189
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-565,1971,437,68.05,7/25/2026,192
Bic/Stabilo,Pens,Ambient,AS-483,574,1027,42.95,10/21/2035,3567
Double A,A4 Paper Box,Ambient,AS-759,425,1044,26.85,10/11/2035,3557
California Garden,Fava Beans,Ambient,AS-541,1941,213,43.5,9/1/2027,595
Americana Frozen,Burgers,Frozen (-18°C),AS-204,1577,1607,69.58,10/18/2025,-88
Bic/Stabilo,Pens,Ambient,AS-984,106,1907,53.48,1/9/2036,3647
Americana Cakes,Swiss Roll,Ambient,AS-714,1710,613,7.36,1/15/2026,1
California Garden,Tuna skips,Ambient,AS-912,298,703,14.99,11/23/2027,678
Bic/Stabilo,Pens,Ambient,AS-783,794,520,41.81,6/13/2035,3437
Americana Cakes,Swiss Roll,Ambient,AS-515,120,775,81.16,2/15/2026,32
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-866,1912,335,26.86,5/7/2026,113
Double A,A4 Paper Box,Ambient,AS-907,799,1889,53.14,5/29/2035,3422
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-694,1359,1750,8.67,4/16/2026,92
Americana Cakes,Pound Cake,Ambient,AS-597,817,1810,59.21,7/14/2025,-184
Bic/Stabilo,Highlighters,Ambient,AS-811,1951,1257,22.85,7/17/2035,3471
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-711,1018,2023,32.61,3/28/2026,73
California Garden,Tuna skips,Ambient,AS-627,323,494,50.03,8/31/2027,594
Double A,A4 Paper Box,Ambient,AS-223,1506,1101,57.59,4/24/2035,3387
Americana Cakes,Swiss Roll,Ambient,AS-462,1756,1119,14.29,2/5/2026,22
Bic/Stabilo,Pens,Ambient,AS-214,1393,759,5.15,4/30/2035,3393
Bic/Stabilo,Pens,Ambient,AS-790,1085,784,77.02,11/5/2035,3582
Americana Cakes,Pound Cake,Ambient,AS-481,1972,589,73.01,6/9/2026,146
Bic/Stabilo,Highlighters,Ambient,AS-734,506,1517,24.37,7/25/2035,3479
California Garden,Tuna skips,Ambient,AS-830,735,1303,54.97,5/12/2027,483
Americana Cakes,Pound Cake,Ambient,AS-220,935,1684,66.28,12/21/2025,-24
California Garden,Tuna skips,Ambient,AS-826,1528,1866,34.8,12/1/2027,686
Bic/Stabilo,Highlighters,Ambient,AS-621,684,1257,13.07,8/27/2035,3512
Americana Frozen,Burgers,Frozen (-18°C),AS-869,1856,2199,71.43,9/1/2026,230
Bic/Stabilo,Pens,Ambient,AS-232,1761,1012,42.96,9/13/2035,3529
Americana Frozen,Burgers,Frozen (-18°C),AS-715,549,789,73.32,1/27/2026,13
California Garden,Tuna skips,Ambient,AS-693,639,249,48.06,1/10/2028,726
California Garden,Fava Beans,Ambient,AS-109,336,1475,7.64,10/19/2027,643
California Garden,Tuna skips,Ambient,AS-587,747,544,61.79,8/23/2027,586
Double A,A4 Paper Box,Ambient,AS-664,1920,1096,17.16,4/21/2035,3384
Bic/Stabilo,Highlighters,Ambient,AS-576,1114,1865,17.35,6/30/2035,3454
California Garden,Fava Beans,Ambient,AS-911,1590,623,52.86,8/19/2027,582
Americana Cakes,Swiss Roll,Ambient,AS-928,479,1592,28.24,6/21/2026,158
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-683,318,928,12.9,6/22/2026,159
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-512,1024,490,66.37,8/10/2026,208
Bic/Stabilo,Highlighters,Ambient,AS-452,415,1716,49.61,3/10/2035,3342
Bic/Stabilo,Highlighters,Ambient,AS-666,745,1299,74.84,1/25/2035,3298
California Garden,Tuna skips,Ambient,AS-262,1157,414,65.23,4/26/2027,467
California Garden,Fava Beans,Ambient,AS-299,1012,2133,60.41,10/24/2027,648
Americana Cakes,Swiss Roll,Ambient,AS-793,848,810,8.38,10/1/2025,-105
Americana Cakes,Pound Cake,Ambient,AS-180,1061,1517,10.7,10/2/2025,-104
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-904,798,1464,71.89,9/30/2026,259
Double A,A4 Paper Box,Ambient,AS-534,1458,1814,10.61,11/29/2035,3606
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-218,488,985,21.35,6/11/2026,148
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-641,325,162,48.78,8/2/2026,200
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-826,339,756,6.14,9/10/2026,239
Americana Cakes,Swiss Roll,Ambient,AS-694,1922,1653,29.92,12/1/2025,-44
